Species,A10,A11,A12,A5,A6,A7,A8,A9,B10,B11,B12,B1,B2,B3,B4,B5,B6,B7,B8,B9,C10,C11,C12,C1,C2,C3,C4,C5,C6,C7,C9,D10,D11,D12,D1
Acetobacter_persici,6,3,4,0,0,1,4,0,3,1,1,1,3,1,0,0,1,8,4,1,2,0,0,17,0,1,4,5,4,3,5,8,1,3,0
Acetobacter_pomorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
Acetobacter_senegalensis,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,13,1,7,0,0,0,3,0,2,0,0,0,4,0,1,0,0,0
Acetobacter_tropicalis,0,1,0,3,0,45,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4,8,0,0,11,1,3,1
Acetohalobium_arabaticum,1,6,6,4,0,0,4,0,2,4,0,3,0,15,5,0,1,7,8,5,1,4,2,10,0,1,2,3,6,9,2,8,4,15,4
Acetomicrobium_hydrogeniformans,8,9,9,2,0,0,29,0,6,0,0,0,0,5,1,0,5,0,21,6,0,0,0,8,0,0,1,9,40,0,1,24,2,3,0
Acetomicrobium_mobile,2,1,2,4,0,0,6,0,1,15,0,2,0,0,1,0,0,8,0,6,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0
Acetomicrobium_thermoterrenum,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
Acholeplasma_brassicae,3,49,4,24,0,0,0,0,1,0,0,42,0,5,0,0,0,3,1,0,0,1,0,13,10,0,29,4,0,13,0,4,6,25,0
Acholeplasma_laidlawii,0,61,30,71,0,1,3,0,0,0,0,3,0,54,0,0,0,1,57,17,4,4,0,5,1,0,15,1,0,1,1,1,9,28,5
Acholeplasma_oculi,8,94,34,35,0,0,2,1,0,0,0,3,0,17,5,0,1,52,8,2,1,0,0,23,2,0,13,11,0,0,2,113,2,32,7
Acholeplasma_palmae,11,43,2,33,0,0,12,0,0,1,0,4,0,7,4,0,0,21,2,4,0,1,0,17,0,0,11,3,6,3,2,2,5,16,1
Achromobacter_arsenitoxydans,2,4,4,2,0,0,2,0,0,0,0,0,1,2,4,0,0,8,3,3,0,0,0,10,0,0,14,0,5,3,0,2,0,0,0
Achromobacter_denitrificans,3,11,1,0,5,1,6,1,0,0,0,2,6,8,19,3,1,5,2,117,0,0,1,19,0,1,15,1,3,6,5,5,0,1,1
Achromobacter_insolitus,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12,0,1,0,1,0,0,1,2,1,0,0,5,0,0,0,1,1
Achromobacter_insuavis,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,1,2,0,0,0
Achromobacter_marplatensis,2,1,4,4,0,0,0,0,1,1,2,0,0,5,0,0,0,17,2,12,0,0,0,9,0,2,6,3,4,14,2,3,1,3,5
Achromobacter_piechaudii,0,0,5,2,0,1,3,0,0,1,0,1,1,3,2,1,3,23,1,11,0,0,0,10,0,11,13,0,9,15,8,8,3,40,5
Achromobacter_ruhlandii,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
Achromobacter_xylosoxidans,0,0,1,3,2,1,1,0,0,0,3,2,10,0,2,1,0,0,0,2,0,0,0,192,3,1,3,0,0,1,5,238,3,0,3
Aciculosporium_take,1,13,4,3,0,1,2,0,6,1,0,23,0,8,210,0,2,3,9,5,1,0,1,33,0,10,23,125,300,2,1,0,290,137,68
Acidaminococcus_fermentans,36,128,62,77,0,70,126,0,11,7,1,56,96,64,4888,0,5,158,157,67,1,8,3,130,0,8,144,75,60,65,7,132,5,54,15
Acidaminococcus_intestini,1,0,8266,2,0,304,7,0,0,0,1,1,0,0,2770,0,3,17029,2,0,0,0,20,0,0,0,0,2,0,1,5216,8,983,10124,0
Acidaminococcus_massiliensis,19,118,65,47,0,416,47,0,17,13,0,12,23,46,752,0,2,158,74,44,0,39,3,85,0,19,95,71,197,13,2,119,8,16,12
Acidaminococcus_timonensis,39,239,166,222,0,158,171,0,23,60,1,143,61,353,88,0,20,120,731,345,19,128,7,244,0,113,142,144,63,143,0,173,38,52,132
Acidianus_hospitalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,7,0,0,0,0,0,0,0,1,0
Acidibacillus_ferrooxidans,1,11,19,16,0,3,22,0,2,0,0,2,1,7,18,0,1,0,6,0,0,2,0,2,0,2,11,2,6,1,0,9,1,3,0
Acidihalobacter_ferrooxidans,2,0,6,3,1,10,2,0,1,0,1,2,3,1,0,1,1,0,1,3,1,0,1,9,0,0,13,0,5,0,0,6,0,0,0
Acidihalobacter_prosperus,3,4,3,17,0,3,32,0,0,0,0,1,0,0,1,0,0,1,32,0,0,0,2,6,1,1,35,2,6,1,1,31,0,1,0
Acidilobus_saccharovorans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidimicrobium_ferrooxidans,3,2,0,2,1,2,6,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,3,1,0,3,2,3,5,0,7,0,2,1
Acidiphilium_cryptum,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidiphilium_multivorum,0,4,6,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,10,2,0,0,0,5,0,0,18,1,16,0,0,4,4,1,2
Acidipropionibacterium_acidipropionici,5,8,2,7,0,4,4,0,1,0,2,2,9,3,6,4,0,1,9,1,0,0,0,8,1,1,15,7,11,16,3,12,4,9,2
Acidipropionibacterium_jensenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidithiobacillus_caldus,3,0,7,4,3,0,3,0,0,0,0,0,1,2,3,2,0,5,6,1,0,1,1,1,0,0,4,1,5,3,4,0,2,0,6
Acidithiobacillus_ferridurans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidithiobacillus_ferrivorans,39,0,10,4,2,1,2,1,0,2,0,3,2,2,5,1,0,6,2,4,16,1,0,15,0,0,4,2,6,5,2,7,0,1,0
Acidithiobacillus_ferrooxidans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidithiobacillus_thiooxidans,4,9,1,1,1,1,0,0,0,0,0,1,0,0,0,1,2,1,0,0,1,0,0,0,1,0,1,0,1,0,0,5,1,3,0
Acidithrix_ferrooxidans,0,0,1,3,0,0,1,0,1,0,0,3,0,2,0,0,0,0,6,5,1,2,0,46,0,2,2,0,7,17,0,1,19,16,1
Acidobacterium_ailaaui,2,9,1,11,0,0,12,0,0,0,0,3,0,4,22,0,0,13,4,4,6,0,0,5,0,0,3,4,1,13,0,6,0,1,0
Acidobacterium_capsulatum,3,1,5,1,0,3,5,0,2,0,0,1,0,3,9,0,1,0,7,0,0,0,0,39,0,0,11,1,4,9,0,12,2,3,3
Acidomyces_richmondensis,6,6,6,1,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Acidothermus_cellulolyticus,0,4,2,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,2,11,0,2,1,0,1,0,0,5,0,3,0
Acidovorax_avenae,1,0,3,8,0,0,10,0,0,1,1,0,0,0,2,0,1,1,4,4,0,1,0,9,0,421,10,3,7,1,0,10,1,0,0
Acidovorax_caeni,1,4,2,4,1,0,9,0,0,2,0,5,0,7,1,0,0,0,1,0,0,1,0,17,0,7,22,4,8,3,1,77,0,6,1
Acidovorax_citrulli,0,0,3,1,0,3,0,0,1,0,0,0,5,3,1,0,0,1,0,0,0,0,0,1,0,2,3,0,1,0,19,4,0,0,4
Acidovorax_delafieldii,0,3,0,2,0,0,0,0,0,0,0,5,1,1,10,0,0,6,2,11,0,0,0,4,0,1,4,0,0,7,1,3,0,0,0
Acidovorax_ebreus,0,1,3,0,0,0,0,2,0,0,6,1,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,3,0,0,14,1,0,0,0
Acidovorax_oryzae,1,0,3,1,0,0,13,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,16,0,1,11,0,4,1,0,83,3,1,1
Acidovorax_radicis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
Acidovorax_soli,0,1,0,1,0,0,0,0,0,0,1,7,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,20,0,1,0,6
Acidovorax_wautersii,1,5,4,2,0,0,2,0,0,1,4,2,0,0,0,0,1,2,2,4,0,0,0,2,0,6,4,3,11,1,0,2,3,2,5
Aciduliprofundum_boonei,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
Acinetobacter_albensis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Acinetobacter_apis,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,1,30,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Acinetobacter_baumannii,1,109,16,14,10,1,2,8,1,3,130,9,7,8,3,5,0,1,133,6,3,5,6,0,21,14,0,8,4,5,418,4,1,0,8
Acinetobacter_bereziniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acinetobacter_bohemicus,0,2,0,0,0,0,9,4,0,0,0,12,0,1,1,0,7,48,28,0,0,42,0,2,0,2,2,0,1,2,0,0,2,0,0
Acinetobacter_boissieri,0,7,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,202,0,0,1,0,0,21,1,1,0,1,2,1,0,0,1
Acinetobacter_brisouii,0,0,0,6,0,1,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,2,20,0,4,5,0,0,0,0
Acinetobacter_calcoaceticus,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,8,0,0,0,1,0,0,0,2,1,0,0,0,3,1,0,0,1
Acinetobacter_celticus,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Acinetobacter_defluvii,2,28,0,2,0,1,5,0,1,3,6,0,2,2,0,0,2,0,2,0,2,0,0,0,2,2,0,0,4,1,8,1,0,1,0
Acinetobacter_dijkshoorniae,0,0,0,1,0,0,2,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Acinetobacter_equi,0,6,2,3,8,26,1,0,0,0,1,0,1,14,0,0,0,1,19,8,1,0,2,2,7,0,4,8,1,0,6,0,7,0,0
Acinetobacter_gandensis,0,5,0,1,0,1,1,1,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0
Acinetobacter_haemolyticus,154,7,1,1,0,4,1,16,1,177,1,1,1,4,0,0,0,0,2,0,0,3,0,0,4,1,1,0,0,11,5,0,0,0,0
Acinetobacter_harbinensis,0,1,1,1,0,0,10,2,0,0,6,0,0,2,0,1,0,2,17,0,0,0,0,3,0,0,0,1,0,6,2,2,0,0,0
Acinetobacter_idrijaensis,0,279,0,4,9,0,7,0,0,1,14,3,3,5,0,5,0,9,7,3,6,2,0,2,119,18,1,2,5,7,7,7,8,5,4
Acinetobacter_indicus,0,4,1,0,0,0,1,1,0,2,2,0,0,0,1,0,1,5,0,0,0,0,0,0,1,0,0,1,3,0,4,5,0,1,3
Acinetobacter_johnsonii,2,11,0,3,0,1,19,1,0,14,486,1,1,2,0,1,0,4,1,0,1,3,8,2,2,6,3,4,3,1,4,8,3,0,1
Acinetobacter_junii,0,7,2,2,1,2,7,2,0,0,61,1,1,0,0,0,0,1,0,0,0,0,2,2,1,4,3,0,0,6,2,2,3,0,1
Acinetobacter_kookii,0,0,1,0,1,2,0,0,0,0,0,6,2,1,0,2,45,1,0,0,1,0,0,5,4,0,0,0,0,0,1,0,0,1,0
Acinetobacter_kyonggiensis,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
Acinetobacter_lactucae,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,1,0,2,2,1,1,0,0,1,0
Acinetobacter_larvae,0,2,0,0,3,0,3,1,0,0,1,0,2,3,0,1,0,0,0,0,0,1,4,0,0,4,1,0,1,0,2,1,2,3,0
Acinetobacter_lwoffii,1,996,0,10,0,0,14,0,3,3,1139,2,2,3,1,6,0,1,0,0,0,0,1,1,0,23,6,0,7,0,11,10,0,0,7
Acinetobacter_nectaris,4,0,0,4,20,0,0,10,0,0,0,1,8,0,1,4,0,0,0,0,5,4,10,2,17,1,0,3,0,1,11,34,0,0,0
Acinetobacter_nosocomialis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acinetobacter_oleivorans,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,3,0,0,2,0,17,0,0,1,0,0,6,0
Acinetobacter_pittii,1,2,0,0,6,1,4,3,1,1,2,1,3,1,3,1,0,2,0,0,6,1,9,0,13,3,2,0,1,0,5,1,0,1,0
Acinetobacter_populi,1,13,1,1,2,13,1,1,2,9,0,0,0,1,2,0,2,2,5,2,0,0,1,5,1,6,3,115,1,0,1,0,0,0,0
Acinetobacter_pragensis,1,1,0,0,1,25,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,1,7,3,1,8,1,6,4,1
Acinetobacter_proteolyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acinetobacter_puyangensis,0,2,0,0,1,1,2,2,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,1,2,0,0,1,0,0,2,1,0,0,0
Acinetobacter_qingfengensis,1,2,0,1,2,0,10,6,0,2,0,5,0,2,4,0,0,4,3,1,3,2,0,0,3,5,2,2,9,1,2,5,12,7,1
Acinetobacter_radioresistens,0,6,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acinetobacter_rudis,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,4,0,1,3,0,0,0,0,4,0,1,0,0
Acinetobacter_schindleri,1,73,0,0,0,0,0,0,2,2,2,0,0,0,1,0,0,4,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,1,0
Acinetobacter_seifertii,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
Acinetobacter_soli,0,6,1,0,0,0,0,0,0,0,2,0,0,5,0,0,0,2,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,2,1
Acinetobacter_venetianus,0,5,0,1,0,0,2,36,0,0,1,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Acremonium_chrysogenum,15,0,0,2,0,0,2,0,0,0,0,0,0,3,15,3,0,0,1,1,0,0,0,8,0,0,5,4,5,2,2,0,0,0,0
Acremonium_furcatum,0,3,2,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,1
Actibacterium_atlanticum,0,0,0,1,0,1,17,0,0,1,0,12,2,2,14,0,10,0,0,0,0,0,0,3,0,0,0,0,0,1,0,8,0,1,0
Actibacterium_mucosum,1,0,13,2,0,6,3,0,2,0,0,0,2,3,0,0,0,1,6,1,0,0,0,0,1,1,19,2,6,0,0,11,0,0,1
Actibacterium_pelagium,0,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,9,0,0,0,0,0,3,0,0,3,1,0,1,0,3,0,0,2
Actibacterium_ureilyticum,3,2,2,0,0,0,1,0,0,0,0,0,0,0,3,0,2,9,1,0,0,0,0,5,0,0,12,0,0,1,0,0,0,0,0
Actinoalloteichus_hoggarensis,5,0,5,3,0,0,1,0,7,0,0,0,0,1,2,0,3,1,62,2,0,1,0,6,0,1,3,2,2,1,0,44,0,0,0
Actinoalloteichus_hymeniacidonis,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,12,0,2,3,2,2,1,0,3,0,0,0
Actinobacillus_capsulatus,4,1,1,3,86,20,2,1,3,0,1,6,1,1,1,0,8,2,0,8,6,0,5,4,1,137,16,22,0,0,126,0,0,0,1
Actinobacillus_equuli,0,1,1,4,18,4,1,0,0,1,4,8,13,3,0,1,0,8,1,0,2,0,6,0,3,39,11,1,0,0,37,0,3,3,0
Actinobacillus_minor,1,1,1,4,41,47,1,126,1,0,0,5,4,1,6,2,1,6,1,2,10,4,21,7,450,98,9,4,3,1,190,0,4,1,2
Actinobacillus_pleuropneumoniae,0,5,9,11,70,3,1,22,8,1,5,5,6,10,4,4,2,21,15,3,17,8,19,0,16,408,122,4,4,0,393,315,0,3,1
Actinobacillus_porcitonsillarum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacillus_seminis,8,0,1,46,9,26,0,3,7,0,0,9,3,2,0,0,15,4,1,4,7,5,19,1,6,149,51,5,8,1,327,11,0,0,3
Actinobacillus_succinogenes,0,10,2,8,15,8,1,21,0,0,0,3,3,4,1,3,28,6,0,4,11,3,9,2,9,33,7,7,2,0,34,0,0,0,0
Actinobacillus_suis,6,6,19,3,1,4,9,2,3,32,0,0,3,7,4,0,2,23,15,7,4,1,5,0,0,40,12,3,1,5,135,4,2,0,0
Actinobacillus_ureae,0,0,1,7,67,9,10,20,0,0,2,5,7,7,2,0,5,11,1,0,9,9,52,1,5,507,81,6,0,0,480,4,1,1,1
Actinocatenispora_sera,1,5,0,7,0,0,6,0,0,0,0,2,0,1,0,0,1,1,7,3,0,0,0,1,0,2,6,1,1,1,0,2,0,0,0
Actinokineospora_bangkokensis,1,7,1,3,0,13,2,0,0,0,1,0,20,2,3,0,0,0,3,0,0,0,0,1,0,1,12,5,2,0,1,9,1,3,0
Actinomadura_chibensis,0,1,2,16,0,0,2,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,3,0,1,7,2,0,1,0,26,0,1,0
Actinomadura_flavalba,0,3,17,3,0,7,6,0,0,0,1,2,5,4,2,0,1,7,1,4,0,1,0,2,1,0,8,0,9,6,1,6,0,0,3
Actinomucor_elegans,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,2,0,0,1,0
Actinomyces_gaoshouyii,1,2,0,0,1,2,0,0,0,0,6,0,3,2,0,2,0,2,0,0,4,0,0,1,0,0,1,1,0,0,7,13,2,1,0
Actinomyces_glycerinitolerans,2,4,3,17,2,15,8,0,0,7,4,5,7,9,3,5,2,2,8,7,3,1,1,10,0,7,25,3,5,2,13,4,3,7,0
Actinomyces_hongkongensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinomyces_ihumii,0,0,0,0,9,0,0,0,0,0,1,0,1980,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0
Actinomyces_johnsonii,3,79,4,3,8,1,12,2,0,1,49,4,1,12,2,0,11,10,4,10,75,2,3,4,1,1,47,5,11,2,55,187,60,17,5
Actinomyces_liubingyangii,0,1,2,2,0,0,0,0,0,0,0,2,3,0,0,0,0,2,1,0,3,0,0,3,0,0,1,1,0,0,7,12,0,1,0
Actinomyces_massiliensis,44,14,6,10,50,17,33,6,8,6,166,13,31,51,22,14,3,36,18,12,10,9,5,22,0,19,34,12,14,8,42,134,151,43,4
Actinomyces_meyeri,0,0,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,10,1,3,1,0,1,4,3,2,1,308,5,13,0,0
Actinomyces_odontolyticus,10,17,12,35,356,57,33,16,7,2,19,13,101,73,11,59,5,204,44,11,2571,60,198,48,10,248,1343,100,98,14,3264,17,386,97,30
Actinomyces_oris,73,16,9,49,110,14,100,16,7,96,459,21,95,47,90,20,16,175,57,82,108,21,21,13,5,148,45,16,45,128,241,97,105,83,49
Actinomyces_polynesiensis,0,2,5,1,1,0,3,0,2,3,1,1,7,0,1,3,0,0,6,2,2,0,0,10,0,5,8,6,5,21,29,2,0,4,0
Actinomyces_provencensis,7,0,0,2,0,3,2,0,0,1,1,0,27,1,22,0,1,2,4,0,3,0,0,4,0,7,7,1,2,0,39,11,0,1,0
Actinomyces_radicidentis,0,0,2,12,3,12,1,0,2,0,5,0,10,1,0,4,1,2,2,4,5,1,0,2,0,1,19,0,1,1,27,8,6,2,0
Actinomyces_radingae,0,1,0,0,6,0,0,0,0,0,0,0,1347,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,4,0,1
Actinomyces_ruminicola,2,1,12,3,3,4,3,0,2,0,1,1,45,3,6,4,0,0,2,4,1,0,0,49,0,2,22,4,4,13,9,34,5,5,1
Actinomycetospora_chiangmaiensis,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,2,0,0,1,0
Actinophytocola_xanthii,14,14,17,14,4,6,1,4,14,10,4,2,1,9,13,20,28,16,10,6,1,3,9,17,17,26,7,7,4,9,36,7,29,8,5
Actinophytocola_xinjiangensis,0,2,0,2,0,2,3,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,59,0,1,1,4,0,0,1,13,0,0,0
Actinoplanes_atraurantiacus,4,9,8,4,0,0,5,0,2,0,4,0,0,7,6,0,0,1,14,4,0,0,0,10,0,0,35,5,31,3,2,77,2,3,0
Actinoplanes_derwentensis,0,2,1,2,0,2,4,0,1,0,0,1,2,2,1,0,0,1,2,0,0,1,0,4,0,1,4,1,2,4,0,7,0,0,0
Actinoplanes_friuliensis,47,6,4,5,0,1,2,1,0,5,1,2,1,5,0,0,1,0,0,3,0,0,0,8,0,1,10,1,1,8,0,3,0,0,0
Actinoplanes_missouriensis,1,3,0,1,1,0,3,0,1,0,2,1,0,0,1,0,0,0,0,1,0,1,0,5,0,2,1,3,23,0,0,7,0,0,0
Actinoplanes_subtropicus,3,2,2,1,0,0,5,0,2,0,10,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,2,0,15,0,0,0
Actinopolymorpha_alba,13,16,14,4,0,0,1,0,22,0,2,0,46,1,31,0,0,0,10,3,0,0,0,41,0,2,7,1,24,1,0,19,0,0,1
Actinopolymorpha_cephalotaxi,1,0,0,2,0,2,2,0,0,0,1,1,0,0,4,0,1,0,4,0,0,0,0,3,0,1,2,0,0,1,0,62,0,0,0
Actinopolymorpha_singaporensis,0,1,0,3,0,0,0,0,0,2,0,2,6,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,2,8,0,0,1
Actinopolyspora_alba,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,0
Actinopolyspora_erythraea,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0
Actinopolyspora_mzabensis,0,0,1,2,0,0,0,0,0,0,1,0,1,0,3,0,0,3,0,3,0,0,0,30,0,0,1,1,5,0,0,3,0,0,0
Actinopolyspora_righensis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
Actinopolyspora_saharensis,0,0,1,3,0,3,0,0,1,0,0,3,2,1,1,0,0,1,1,0,0,0,0,0,0,0,4,0,2,0,0,3,0,0,0
Actinopolyspora_xinjiangensis,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,44,0,1,0,0,17,0,1,0
Actinosynnema_mirum,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
