species,a10,a11,a12,a5,a6,a7,a8,a9,b10,b11,b12,b1,b2,b3,b4,b5,b6,b7,b8,b9,c10,c11,c12,c1,c2,c3,c4,c5,c6,c7,c9,d10,d11,d12,d1
acetobacter_sp._dmw_043,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
acetobacter_sp._dsw_059,0,2,1,4,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0
acetobacter_sp._dsw_063,0,0,2,0,0,1,11,0,0,0,0,0,0,0,2,1,52,0,4,1,0,0,0,3,0,0,72,0,5,0,0,14,0,0,0
acetobacter_sp._dsw_47,8,2,129,0,1,0,2,0,8,0,2,1,0,5,0,0,4,60,95,12,0,1,0,2,0,0,1,6,13,0,0,10,0,3,1
acetobacter_sp._dsw_54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
acetobacter_sp._slv-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acetobacter_tropicalis,0,1,0,3,0,45,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4,8,0,0,11,1,3,1
acetohalobium_arabaticum,1,6,6,4,0,0,4,0,2,4,0,3,0,15,5,0,1,7,8,5,1,4,2,10,0,1,2,3,6,9,2,8,4,15,4
acetomicrobium_hydrogeniformans,8,9,9,2,0,0,29,0,6,0,0,0,0,5,1,0,5,0,21,6,0,0,0,8,0,0,1,9,40,0,1,24,2,3,0
acetomicrobium_mobile,2,1,2,4,0,0,6,0,1,15,0,2,0,0,1,0,0,8,0,6,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0
acetomicrobium_thermoterrenum,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
acholeplasma_brassicae,3,49,4,24,0,0,0,0,1,0,0,42,0,5,0,0,0,3,1,0,0,1,0,13,10,0,29,4,0,13,0,4,6,25,0
acholeplasma_laidlawii,0,61,30,71,0,1,3,0,0,0,0,3,0,54,0,0,0,1,57,17,4,4,0,5,1,0,15,1,0,1,1,1,9,28,5
acholeplasma_oculi,8,94,34,35,0,0,2,1,0,0,0,3,0,17,5,0,1,52,8,2,1,0,0,23,2,0,13,11,0,0,2,113,2,32,7
acholeplasma_palmae,11,43,2,33,0,0,12,0,0,1,0,4,0,7,4,0,0,21,2,4,0,1,0,17,0,0,11,3,6,3,2,2,5,16,1
achromobacter_arsenitoxydans,2,4,4,2,0,0,2,0,0,0,0,0,1,2,4,0,0,8,3,3,0,0,0,10,0,0,14,0,5,3,0,2,0,0,0
achromobacter_denitrificans,3,11,1,0,5,1,6,1,0,0,0,2,6,8,19,3,1,5,2,117,0,0,1,19,0,1,15,1,3,6,5,5,0,1,1
achromobacter_insolitus,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12,0,1,0,1,0,0,1,2,1,0,0,5,0,0,0,1,1
achromobacter_insuavis,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,1,2,0,0,0
achromobacter_marplatensis,2,1,4,4,0,0,0,0,1,1,2,0,0,5,0,0,0,17,2,12,0,0,0,9,0,2,6,3,4,14,2,3,1,3,5
achromobacter_phage_jwalpha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
achromobacter_phage_phiaxp-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
achromobacter_piechaudii,0,0,5,2,0,1,3,0,0,1,0,1,1,3,2,1,3,23,1,11,0,0,0,10,0,11,13,0,9,15,8,8,3,40,5
achromobacter_ruhlandii,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
achromobacter_sp._2789stdy5608606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0
achromobacter_sp._2789stdy5608607,1,0,3,2,0,2,0,0,0,11,0,6,0,6,0,0,2,0,1,0,0,3,1,3,0,20,1,9,7,1,0,0,0,11,9
achromobacter_sp._2789stdy5608608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
achromobacter_sp._2789stdy5608609,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
achromobacter_sp._2789stdy5608611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
achromobacter_sp._2789stdy5608612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
achromobacter_sp._2789stdy5608614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
achromobacter_sp._2789stdy5608615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
achromobacter_sp._2789stdy5608616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
achromobacter_sp._2789stdy5608617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
achromobacter_sp._2789stdy5608618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
achromobacter_sp._2789stdy5608619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
achromobacter_sp._2789stdy5608620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
achromobacter_sp._2789stdy5608621,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0
achromobacter_sp._2789stdy5608622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
achromobacter_sp._2789stdy5608623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
achromobacter_sp._2789stdy5608624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
achromobacter_sp._2789stdy5608625,1,1,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,5,2,0,0,0,9,2,0,1
achromobacter_sp._2789stdy5608628,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
achromobacter_sp._2789stdy5608629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
achromobacter_sp._2789stdy5608630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
achromobacter_sp._2789stdy5608632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
achromobacter_sp._2789stdy5608633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
achromobacter_sp._2789stdy5608636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
achromobacter_sp._2789stdy5663426,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,13,1,0,4,1,1
achromobacter_sp._2789stdy5663429,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
achromobacter_sp._2789stdy5663443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
achromobacter_sp._2789stdy5663447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
achromobacter_sp._ar476-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
achromobacter_sp._atcc13047,0,0,0,1,0,4,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
achromobacter_sp._atcc31444,0,4,4,5,0,8,1,0,0,1,0,0,1,3,2,0,2,1,3,7,0,0,0,2,0,6,8,1,1,14,0,28,0,0,0
achromobacter_sp._atcc35328,0,0,0,2,235,18,0,1,0,0,0,4,249,0,0,583,0,2,0,0,479,5,1,0,584,0,0,0,0,0,3146,0,0,0,0
achromobacter_sp._dh1f,1,0,1,2,0,0,5,0,4,3,0,0,1,3,0,0,0,0,4,1,0,0,1,2,0,0,4,0,3,0,0,1,2,0,6
achromobacter_sp._dms1,7,2,5,3,0,1,0,2,2,0,1,10,2,1,1,0,0,15,3,8,0,0,0,11,0,0,1,0,2,6,47,21,0,0,1
achromobacter_sp._hmsc056c09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
achromobacter_sp._hmsc057d05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
achromobacter_sp._hmsc070f04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
achromobacter_sp._hmsc15d03,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,21,2,0,1,0
achromobacter_sp._hmsc18c08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
achromobacter_sp._hz34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
achromobacter_sp._kcjk1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
achromobacter_sp._kcjk1731,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
achromobacter_sp._lc458,5,0,9,3,0,0,6,0,0,0,0,17,2,3,1,1,0,4,2,2,0,0,0,6,1,0,15,1,10,5,0,8,0,2,0
achromobacter_sp._mfa1_r4,18,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5,0,2,1,0,0,0,0,1,1,4,0,1,0,1,13,0,0,0
achromobacter_sp._nfacc18-2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,0
achromobacter_sp._root170,1,1,7,6,0,0,2,0,0,0,0,16,0,1,0,1,0,5,0,13,0,0,0,10,1,1,8,0,0,1,0,3,0,0,0
achromobacter_sp._root565,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,6,0,0,0,3,0,0,3,1,2,21,2,0,0,0,2
achromobacter_sp._root83,1,1,0,1,0,1,0,1,2,0,0,1,0,3,0,0,0,0,1,0,1,4,0,6,0,0,2,0,0,0,0,7,0,0,0
achromobacter_sp._rta,1,1,1,4,1,0,18,0,3,0,0,0,0,3,0,0,2,0,5,1,0,0,1,5,0,1,13,0,17,0,1,3,3,1,2
achromobacter_virus_83-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
achromobacter_virus_jwx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
achromobacter_xylosoxidans,0,0,1,3,2,1,1,0,0,0,3,2,10,0,2,1,0,0,0,2,0,0,0,192,3,1,3,0,0,1,5,238,3,0,3
aciculosporium_take,1,13,4,3,0,1,2,0,6,1,0,23,0,8,210,0,2,3,9,5,1,0,1,33,0,10,23,125,300,2,1,0,290,137,68
acidaminococcus_fermentans,36,128,62,77,0,70,126,0,11,7,1,56,96,64,4888,0,5,158,157,67,1,8,3,130,0,8,144,75,60,65,7,132,5,54,15
acidaminococcus_intestini,1,0,8266,2,0,304,7,0,0,0,1,1,0,0,2770,0,3,17029,2,0,0,0,20,0,0,0,0,2,0,1,5216,8,983,10124,0
acidaminococcus_massiliensis,19,118,65,47,0,416,47,0,17,13,0,12,23,46,752,0,2,158,74,44,0,39,3,85,0,19,95,71,197,13,2,119,8,16,12
acidaminococcus_sp._bv3l6,1,0,399,1,0,3,0,0,0,0,0,2,0,6,0,0,1,17942,7,8,0,2,0,2,0,5,1,0,0,0,760,4,156,985,0
acidaminococcus_sp._d21,4,3,22387,3,0,6829,9,0,3,4,1,2,0,1,657,0,0,6189,13,0,0,0,530,1,0,7,7,5,1,0,8,6,10774,31284,0
acidaminococcus_sp._hpa0509,0,0,24899,0,0,205,0,0,0,0,0,0,0,0,189,0,0,4136,0,0,0,0,0,0,0,0,0,0,108,0,19,0,1473,11549,0
acidaminococcus_timonensis,39,239,166,222,0,158,171,0,23,60,1,143,61,353,88,0,20,120,731,345,19,128,7,244,0,113,142,144,63,143,0,173,38,52,132
acidianus_bottle-shaped_virus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acidianus_hospitalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,7,0,0,0,0,0,0,0,1,0
acidibacillus_ferrooxidans,1,11,19,16,0,3,22,0,2,0,0,2,1,7,18,0,1,0,6,0,0,2,0,2,0,2,11,2,6,1,0,9,1,3,0
acidihalobacter_ferrooxidans,2,0,6,3,1,10,2,0,1,0,1,2,3,1,0,1,1,0,1,3,1,0,1,9,0,0,13,0,5,0,0,6,0,0,0
acidihalobacter_prosperus,3,4,3,17,0,3,32,0,0,0,0,1,0,0,1,0,0,1,32,0,0,0,2,6,1,1,35,2,6,1,1,31,0,1,0
acidilobus_saccharovorans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acidimicrobium_ferrooxidans,3,2,0,2,1,2,6,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,3,1,0,3,2,3,5,0,7,0,2,1
acidiphilium_cryptum,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acidiphilium_multivorum,0,4,6,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,10,2,0,0,0,5,0,0,18,1,16,0,0,4,4,1,2
acidiphilium_sp._ja12-a1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acidiphilium_sp._pm,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acidipropionibacterium_acidipropionici,5,8,2,7,0,4,4,0,1,0,2,2,9,3,6,4,0,1,9,1,0,0,0,8,1,1,15,7,11,16,3,12,4,9,2
acidipropionibacterium_jensenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acidithiobacillus_caldus,3,0,7,4,3,0,3,0,0,0,0,0,1,2,3,2,0,5,6,1,0,1,1,1,0,0,4,1,5,3,4,0,2,0,6
acidithiobacillus_ferridurans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acidithiobacillus_ferrivorans,39,0,10,4,2,1,2,1,0,2,0,3,2,2,5,1,0,6,2,4,16,1,0,15,0,0,4,2,6,5,2,7,0,1,0
acidithiobacillus_ferrooxidans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acidithiobacillus_thiooxidans,4,9,1,1,1,1,0,0,0,0,0,1,0,0,0,1,2,1,0,0,1,0,0,0,1,0,1,0,1,0,0,5,1,3,0
acidithrix_ferrooxidans,0,0,1,3,0,0,1,0,1,0,0,3,0,2,0,0,0,0,6,5,1,2,0,46,0,2,2,0,7,17,0,1,19,16,1
acidobacteria_bacterium_kbs_146,55,2,9,2,1,0,2,0,2,3,1,1,0,0,2,0,2,2,12,0,0,0,0,4,0,125,16,1,19,0,0,5,0,1,1
acidobacteriaceae_bacterium_kbs_83,5,2,3,3,0,0,1,0,0,1,0,0,0,4,2,8,0,3,2,0,0,1,0,7,0,0,21,0,3,4,0,20,0,1,0
acidobacteriaceae_bacterium_kbs_89,4,0,1,4,0,0,3,0,5,0,0,0,1,2,0,0,26,2,7,0,0,0,0,15,0,12,2,0,1,0,0,15,0,0,0
acidobacteriaceae_bacterium_kbs_96,3,0,2,3,0,2,16,0,0,0,1,0,0,1,2,0,0,1,1,1,0,0,0,1,1,0,25,1,6,3,0,28,0,0,0
acidobacteriaceae_bacterium_urhe0068,54,0,0,10,0,0,4,0,0,1,0,2,2,2,6,0,0,1,5,0,0,3,0,26,0,0,7,3,11,8,0,34,3,5,0
acidobacterium_ailaaui,2,9,1,11,0,0,12,0,0,0,0,3,0,4,22,0,0,13,4,4,6,0,0,5,0,0,3,4,1,13,0,6,0,1,0
acidobacterium_capsulatum,3,1,5,1,0,3,5,0,2,0,0,1,0,3,9,0,1,0,7,0,0,0,0,39,0,0,11,1,4,9,0,12,2,3,3
acidocella_sp._mx-az02,1,5,2,5,1,0,45,1,3,0,0,1,0,0,41,1,0,4,6,0,1,2,1,6,1,0,12,6,4,0,1,15,0,0,0
acidomyces_richmondensis,6,6,6,1,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
acidothermus_cellulolyticus,0,4,2,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,2,11,0,2,1,0,1,0,0,5,0,3,0
acidovorax_avenae,1,0,3,8,0,0,10,0,0,1,1,0,0,0,2,0,1,1,4,4,0,1,0,9,0,421,10,3,7,1,0,10,1,0,0
acidovorax_caeni,1,4,2,4,1,0,9,0,0,2,0,5,0,7,1,0,0,0,1,0,0,1,0,17,0,7,22,4,8,3,1,77,0,6,1
acidovorax_citrulli,0,0,3,1,0,3,0,0,1,0,0,0,5,3,1,0,0,1,0,0,0,0,0,1,0,2,3,0,1,0,19,4,0,0,4
acidovorax_delafieldii,0,3,0,2,0,0,0,0,0,0,0,5,1,1,10,0,0,6,2,11,0,0,0,4,0,1,4,0,0,7,1,3,0,0,0
acidovorax_ebreus,0,1,3,0,0,0,0,2,0,0,6,1,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,3,0,0,14,1,0,0,0
acidovorax_oryzae,1,0,3,1,0,0,13,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,16,0,1,11,0,4,1,0,83,3,1,1
acidovorax_phage_acp17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acidovorax_radicis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
acidovorax_soli,0,1,0,1,0,0,0,0,0,0,1,7,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,20,0,1,0,6
acidovorax_sp._121606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acidovorax_sp._12322-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,10,0,0,0,0
acidovorax_sp._202149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acidovorax_sp._56,1,0,0,2,1,0,0,0,0,0,0,4,1,0,0,1,0,0,0,2,0,0,0,3,0,8,6,0,0,0,1,1,0,1,0
acidovorax_sp._59,0,0,0,4,0,0,0,0,2,0,0,0,1,2,1,0,0,9,1,0,0,0,0,0,0,4,0,0,0,5,0,0,1,0,0
acidovorax_sp._62,13,0,0,2,1,0,0,0,1,0,1,1,0,0,3,0,0,0,3,2,0,0,0,2,0,10,0,2,1,0,0,2,0,0,0
acidovorax_sp._cch12-a4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,466,1,0,0,0,2,0,0,0,0
acidovorax_sp._cf316,1,2,1,1,1,0,11,0,0,1,0,4,5,2,1,1,12,10,10,6,0,5,0,6,0,7,11,0,1,7,1,12,0,2,5
acidovorax_sp._gw101-3h11,1,2,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,0,7,2,1,0,1,13,144,2,0,2
acidovorax_sp._jhl-3,0,0,3,0,0,0,3,0,0,0,0,7,4,0,1,0,0,0,2,0,1,0,0,4,0,7,1,0,2,1,14,6,0,0,0
acidovorax_sp._jhl-9,0,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,5,2,1,5,0,79,0,0,0,0
acidovorax_sp._js42,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,10,0,0,1,0
acidovorax_sp._kks102,0,1,1,4,0,2,4,6,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,1,0,0,65,3,4,5,0
acidovorax_sp._kndsw-tsa6,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,1,2,0,2,1,1,0,3,0,2,0
acidovorax_sp._leaf160,1,1,8,6,0,0,0,0,0,3,0,4,0,6,17,0,0,1,0,8,0,0,4,18,0,5,5,3,6,1,1,8,0,0,1
acidovorax_sp._leaf191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acidovorax_sp._leaf76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
